"Index","Entry Date","Entry Time","Exit Date","Exit Time","Type","Strike","B/S","Qty","Entry Price","Exit Price","Vix","P/L"
"1","2024-01-01"," 11:00:00 AM","2024-01-01"," 3:15:00 PM","","","","","","","14.52","-572.00"
"1.1","2024-01-01"," 11:00:00 AM","2024-01-01"," 2:02:00 PM","CE","21750","Sell","65","121.95","146.35","","-1586.00"
"1.2","2024-01-01"," 11:00:00 AM","2024-01-01"," 3:15:00 PM","PE","21750","Sell","65","102.70","87.10","","1014.00"
"2","2024-01-02"," 11:00:00 AM","2024-01-02"," 2:13:00 PM","","","","","","","14.77","-2658.50"
"2.1","2024-01-02"," 11:00:00 AM","2024-01-02"," 2:13:00 PM","CE","21600","Sell","65","124.90","149.90","","-1625.00"
"2.2","2024-01-02"," 11:00:00 AM","2024-01-02"," 11:16:00 AM","PE","21600","Sell","65","79.55","95.45","","-1033.50"
"3","2024-01-03"," 11:00:00 AM","2024-01-03"," 12:25:00 PM","","","","","","","14.48","-1878.50"
"3.1","2024-01-03"," 11:00:00 AM","2024-01-03"," 11:48:00 AM","CE","21550","Sell","65","84.45","101.35","","-1098.50"
"3.2","2024-01-03"," 11:00:00 AM","2024-01-03"," 12:25:00 PM","PE","21550","Sell","65","60.05","72.05","","-780.00"
"4","2024-01-04"," 11:00:00 AM","2024-01-04"," 3:15:00 PM","","","","","","","13.65","1605.50"
"4.1","2024-01-04"," 11:00:00 AM","2024-01-04"," 11:04:00 AM","CE","21650","Sell","65","18.10","21.70","","-234.00"
"4.2","2024-01-04"," 11:00:00 AM","2024-01-04"," 3:15:00 PM","PE","21650","Sell","65","30.40","2.10","","1839.50"
"5","2024-01-05"," 11:00:00 AM","2024-01-05"," 3:03:00 PM","","","","","","","13.07","-3113.50"
"5.1","2024-01-05"," 11:00:00 AM","2024-01-05"," 3:03:00 PM","CE","21700","Sell","65","117.60","141.10","","-1527.50"
"5.2","2024-01-05"," 11:00:00 AM","2024-01-05"," 2:18:00 PM","PE","21700","Sell","65","121.90","146.30","","-1586.00"
"6","2024-01-08"," 11:00:00 AM","2024-01-08"," 3:02:00 PM","","","","","","","13.24","-2642.25"
"6.1","2024-01-08"," 11:00:00 AM","2024-01-08"," 3:02:00 PM","CE","21650","Sell","65","95.40","114.50","","-1241.50"
"6.2","2024-01-08"," 11:00:00 AM","2024-01-08"," 11:09:00 AM","PE","21650","Sell","65","107.85","129.40","","-1400.75"
"7","2024-01-09"," 11:00:00 AM","2024-01-09"," 2:13:00 PM","","","","","","","13.10","-2245.75"
"7.1","2024-01-09"," 11:00:00 AM","2024-01-09"," 11:49:00 AM","CE","21700","Sell","65","87.20","104.65","","-1134.25"
"7.2","2024-01-09"," 11:00:00 AM","2024-01-09"," 2:13:00 PM","PE","21700","Sell","65","85.60","102.70","","-1111.50"
"8","2024-01-10"," 11:00:00 AM","2024-01-10"," 12:46:00 PM","","","","","","","13.51","-1989.00"
"8.1","2024-01-10"," 11:00:00 AM","2024-01-10"," 11:40:00 AM","CE","21550","Sell","65","63.25","75.90","","-822.25"
"8.2","2024-01-10"," 11:00:00 AM","2024-01-10"," 12:46:00 PM","PE","21550","Sell","65","89.75","107.70","","-1166.75"
"9","2024-01-11"," 11:00:00 AM","2024-01-11"," 12:33:00 PM","","","","","","","12.92","-630.50"
"9.1","2024-01-11"," 11:00:00 AM","2024-01-11"," 12:33:00 PM","CE","21650","Sell","65","24.75","29.70","","-321.75"
"9.2","2024-01-11"," 11:00:00 AM","2024-01-11"," 11:10:00 AM","PE","21650","Sell","65","23.70","28.45","","-308.75"
"10","2024-01-12"," 11:00:00 AM","2024-01-12"," 3:15:00 PM","","","","","","","13.00","-308.75"
"10.1","2024-01-12"," 11:00:00 AM","2024-01-12"," 1:41:00 PM","CE","21850","Sell","65","143.20","171.85","","-1862.25"
"10.2","2024-01-12"," 11:00:00 AM","2024-01-12"," 3:15:00 PM","PE","21850","Sell","65","130.35","106.45","","1553.50"
"11","2024-01-15"," 11:00:00 AM","2024-01-15"," 3:15:00 PM","","","","","","","13.61","247.00"
"11.1","2024-01-15"," 11:00:00 AM","2024-01-15"," 2:06:00 PM","CE","22050","Sell","65","120.05","144.05","","-1560.00"
"11.2","2024-01-15"," 11:00:00 AM","2024-01-15"," 3:15:00 PM","PE","22050","Sell","65","116.35","88.55","","1807.00"
"12","2024-01-16"," 11:00:00 AM","2024-01-16"," 3:15:00 PM","","","","","","","13.84","1826.50"
"12.1","2024-01-16"," 11:00:00 AM","2024-01-16"," 3:15:00 PM","CE","22100","Sell","65","105.35","58.35","","3055.00"
"12.2","2024-01-16"," 11:00:00 AM","2024-01-16"," 12:10:00 PM","PE","22100","Sell","65","94.50","113.40","","-1228.50"
"13","2024-01-17"," 11:00:00 AM","2024-01-17"," 3:15:00 PM","","","","","","","14.02","3230.50"
"13.1","2024-01-17"," 11:00:00 AM","2024-01-17"," 3:15:00 PM","CE","21750","Sell","65","88.85","23.80","","4228.25"
"13.2","2024-01-17"," 11:00:00 AM","2024-01-17"," 11:38:00 AM","PE","21750","Sell","65","76.85","92.20","","-997.75"
"14","2024-01-18"," 11:00:00 AM","2024-01-18"," 11:10:00 AM","","","","","","","14.87","-1010.75"
"14.1","2024-01-18"," 11:00:00 AM","2024-01-18"," 11:10:00 AM","CE","21450","Sell","65","41.55","49.85","","-539.50"
"14.2","2024-01-18"," 11:00:00 AM","2024-01-18"," 11:03:00 AM","PE","21450","Sell","65","34.95","42.20","","-471.25"
"15","2024-01-19"," 11:00:00 AM","2024-01-19"," 3:15:00 PM","","","","","","","13.85","-2210.00"
"15.1","2024-01-19"," 11:00:00 AM","2024-01-19"," 3:15:00 PM","CE","21600","Sell","65","175.10","182.75","","-497.25"
"15.2","2024-01-19"," 11:00:00 AM","2024-01-19"," 11:09:00 AM","PE","21600","Sell","65","131.70","158.05","","-1712.75"
"16","2024-01-20"," 11:00:00 AM","2024-01-20"," 3:15:00 PM","","","","","","","14.00","1423.50"
"16.1","2024-01-20"," 11:00:00 AM","2024-01-20"," 3:15:00 PM","CE","21650","Sell","65","159.70","115.00","","2905.50"
"16.2","2024-01-20"," 11:00:00 AM","2024-01-20"," 12:36:00 PM","PE","21650","Sell","65","113.95","136.75","","-1482.00"
"17","2024-01-23"," 11:00:00 AM","2024-01-23"," 3:15:00 PM","","","","","","","13.78","5460.00"
"17.1","2024-01-23"," 11:00:00 AM","2024-01-23"," 3:15:00 PM","CE","21550","Sell","65","128.50","23.15","","6847.75"
"17.2","2024-01-23"," 11:00:00 AM","2024-01-23"," 11:32:00 AM","PE","21550","Sell","65","106.85","128.20","","-1387.75"
"18","2024-01-24"," 11:00:00 AM","2024-01-24"," 2:42:00 PM","","","","","","","14.90","-2791.75"
"18.1","2024-01-24"," 11:00:00 AM","2024-01-24"," 2:42:00 PM","CE","21350","Sell","65","125.85","151.00","","-1634.75"
"18.2","2024-01-24"," 11:00:00 AM","2024-01-24"," 11:27:00 AM","PE","21350","Sell","65","89.10","106.90","","-1157.00"
"19","2024-01-25"," 11:00:00 AM","2024-01-25"," 3:15:00 PM","","","","","","","15.23","3383.25"
"19.1","2024-01-25"," 11:00:00 AM","2024-01-25"," 11:19:00 AM","CE","21250","Sell","65","66.55","79.85","","-864.50"
"19.2","2024-01-25"," 11:00:00 AM","2024-01-25"," 3:15:00 PM","PE","21250","Sell","65","65.45","0.10","","4247.75"
"20","2024-01-29"," 11:00:00 AM","2024-01-29"," 3:15:00 PM","","","","","","","15.20","-461.50"
"20.1","2024-01-29"," 11:00:00 AM","2024-01-29"," 1:01:00 PM","CE","21650","Sell","65","211.70","254.05","","-2752.75"
"20.2","2024-01-29"," 11:00:00 AM","2024-01-29"," 3:15:00 PM","PE","21650","Sell","65","162.95","127.70","","2291.25"
"21","2024-01-30"," 11:00:00 AM","2024-01-30"," 3:15:00 PM","","","","","","","16.22","4868.50"
"21.1","2024-01-30"," 11:00:00 AM","2024-01-30"," 3:15:00 PM","CE","21700","Sell","65","190.35","84.90","","6854.25"
"21.2","2024-01-30"," 11:00:00 AM","2024-01-30"," 2:27:00 PM","PE","21700","Sell","65","152.70","183.25","","-1985.75"
"22","2024-01-31"," 11:00:00 AM","2024-01-31"," 3:15:00 PM","","","","","","","16.07","-698.75"
"22.1","2024-01-31"," 11:00:00 AM","2024-01-31"," 11:32:00 AM","CE","21650","Sell","65","148.15","177.80","","-1927.25"
"22.2","2024-01-31"," 11:00:00 AM","2024-01-31"," 3:15:00 PM","PE","21650","Sell","65","109.85","90.95","","1228.50"
"23","2024-02-01"," 11:00:00 AM","2024-02-01"," 11:07:00 AM","","","","","","","15.70","-2408.25"
"23.1","2024-02-01"," 11:00:00 AM","2024-02-01"," 11:03:00 AM","CE","21800","Sell","65","85.50","102.60","","-1111.50"
"23.2","2024-02-01"," 11:00:00 AM","2024-02-01"," 11:07:00 AM","PE","21800","Sell","65","99.65","119.60","","-1296.75"
"24","2024-02-02"," 11:00:00 AM","2024-02-02"," 12:32:00 PM","","","","","","","14.33","-4056.00"
"24.1","2024-02-02"," 11:00:00 AM","2024-02-02"," 11:16:00 AM","CE","21950","Sell","65","185.85","223.00","","-2414.75"
"24.2","2024-02-02"," 11:00:00 AM","2024-02-02"," 12:32:00 PM","PE","21950","Sell","65","126.20","151.45","","-1641.25"
"25","2024-02-05"," 11:00:00 AM","2024-02-05"," 3:15:00 PM","","","","","","","15.76","2798.25"
"25.1","2024-02-05"," 11:00:00 AM","2024-02-05"," 3:15:00 PM","CE","21900","Sell","65","149.80","76.95","","4735.25"
"25.2","2024-02-05"," 11:00:00 AM","2024-02-05"," 2:36:00 PM","PE","21900","Sell","65","149.10","178.90","","-1937.00"
"26","2024-02-06"," 11:00:00 AM","2024-02-06"," 3:15:00 PM","","","","","","","15.68","952.25"
"26.1","2024-02-06"," 11:00:00 AM","2024-02-06"," 11:35:00 AM","CE","21850","Sell","65","124.55","149.45","","-1618.50"
"26.2","2024-02-06"," 11:00:00 AM","2024-02-06"," 3:15:00 PM","PE","21850","Sell","65","132.25","92.70","","2570.75"
"27","2024-02-07"," 11:00:00 AM","2024-02-07"," 3:15:00 PM","","","","","","","15.83","981.50"
"27.1","2024-02-07"," 11:00:00 AM","2024-02-07"," 3:15:00 PM","CE","21950","Sell","65","105.90","73.40","","2112.50"
"27.2","2024-02-07"," 11:00:00 AM","2024-02-07"," 11:07:00 AM","PE","21950","Sell","65","86.95","104.35","","-1131.00"
"28","2024-02-08"," 11:00:00 AM","2024-02-08"," 3:15:00 PM","","","","","","","15.60","1199.25"
"28.1","2024-02-08"," 11:00:00 AM","2024-02-08"," 3:15:00 PM","CE","21850","Sell","65","32.50","0.10","","2106.00"
"28.2","2024-02-08"," 11:00:00 AM","2024-02-08"," 11:03:00 AM","PE","21850","Sell","65","69.75","83.70","","-906.75"
"29","2024-02-09"," 11:00:00 AM","2024-02-09"," 12:24:00 PM","","","","","","","15.97","-4680.00"
"29.1","2024-02-09"," 11:00:00 AM","2024-02-09"," 12:24:00 PM","CE","21650","Sell","65","198.55","238.25","","-2580.50"
"29.2","2024-02-09"," 11:00:00 AM","2024-02-09"," 11:07:00 AM","PE","21650","Sell","65","161.55","193.85","","-2099.50"
"30","2024-02-12"," 11:00:00 AM","2024-02-12"," 3:15:00 PM","","","","","","","15.88","1056.25"
"30.1","2024-02-12"," 11:00:00 AM","2024-02-12"," 3:15:00 PM","CE","21700","Sell","65","142.30","99.65","","2772.25"
"30.2","2024-02-12"," 11:00:00 AM","2024-02-12"," 12:05:00 PM","PE","21700","Sell","65","132.00","158.40","","-1716.00"
"31","2024-02-13"," 11:00:00 AM","2024-02-13"," 3:15:00 PM","","","","","","","16.10","-1982.50"
"31.1","2024-02-13"," 11:00:00 AM","2024-02-13"," 3:15:00 PM","CE","21750","Sell","65","112.90","117.20","","-279.50"
"31.2","2024-02-13"," 11:00:00 AM","2024-02-13"," 12:07:00 PM","PE","21750","Sell","65","131.10","157.30","","-1703.00"
"32","2024-02-14"," 11:00:00 AM","2024-02-14"," 12:30:00 PM","","","","","","","15.71","-2219.75"
"32.1","2024-02-14"," 11:00:00 AM","2024-02-14"," 12:30:00 PM","CE","21650","Sell","65","74.35","89.20","","-965.25"
"32.2","2024-02-14"," 11:00:00 AM","2024-02-14"," 11:14:00 AM","PE","21650","Sell","65","96.60","115.90","","-1254.50"
"33","2024-02-15"," 11:00:00 AM","2024-02-15"," 12:35:00 PM","","","","","","","15.60","-1075.75"
"33.1","2024-02-15"," 11:00:00 AM","2024-02-15"," 11:01:00 AM","CE","21850","Sell","65","43.80","52.55","","-568.75"
"33.2","2024-02-15"," 11:00:00 AM","2024-02-15"," 12:35:00 PM","PE","21850","Sell","65","39.05","46.85","","-507.00"
"34","2024-02-16"," 11:00:00 AM","2024-02-16"," 3:15:00 PM","","","","","","","15.45","1368.25"
"34.1","2024-02-16"," 11:00:00 AM","2024-02-16"," 3:15:00 PM","CE","22050","Sell","65","170.15","150.70","","1264.25"
"34.2","2024-02-16"," 11:00:00 AM","2024-02-16"," 3:15:00 PM","PE","22050","Sell","65","153.60","152.00","","104.00"
"35","2024-02-19"," 11:00:00 AM","2024-02-19"," 3:15:00 PM","","","","","","","15.85","-1576.25"
"35.1","2024-02-19"," 11:00:00 AM","2024-02-19"," 11:18:00 AM","CE","22100","Sell","65","148.95","178.75","","-1937.00"
"35.2","2024-02-19"," 11:00:00 AM","2024-02-19"," 3:15:00 PM","PE","22100","Sell","65","130.45","124.90","","360.75"
"36","2024-02-20"," 11:00:00 AM","2024-02-20"," 3:15:00 PM","","","","","","","16.28","2912.00"
"36.1","2024-02-20"," 11:00:00 AM","2024-02-20"," 11:22:00 AM","CE","22100","Sell","65","108.25","129.90","","-1407.25"
"36.2","2024-02-20"," 11:00:00 AM","2024-02-20"," 3:15:00 PM","PE","22100","Sell","65","140.35","73.90","","4319.25"
"37","2024-02-21"," 11:00:00 AM","2024-02-21"," 2:03:00 PM","","","","","","","16.16","-2388.75"
"37.1","2024-02-21"," 11:00:00 AM","2024-02-21"," 12:55:00 PM","CE","22200","Sell","65","81.70","98.05","","-1062.75"
"37.2","2024-02-21"," 11:00:00 AM","2024-02-21"," 2:03:00 PM","PE","22200","Sell","65","102.05","122.45","","-1326.00"
"38","2024-02-22"," 11:00:00 AM","2024-02-22"," 3:15:00 PM","","","","","","","15.94","4059.25"
"38.1","2024-02-22"," 11:00:00 AM","2024-02-22"," 11:09:00 AM","CE","21900","Sell","65","42.05","50.45","","-546.00"
"38.2","2024-02-22"," 11:00:00 AM","2024-02-22"," 3:15:00 PM","PE","21900","Sell","65","70.95","0.10","","4605.25"
"39","2024-02-23"," 11:00:00 AM","2024-02-23"," 3:15:00 PM","","","","","","","15.26","1381.25"
"39.1","2024-02-23"," 11:00:00 AM","2024-02-23"," 3:15:00 PM","CE","22250","Sell","65","174.05","140.65","","2171.00"
"39.2","2024-02-23"," 11:00:00 AM","2024-02-23"," 3:15:00 PM","PE","22250","Sell","65","142.00","154.15","","-789.75"
"40","2024-02-26"," 11:00:00 AM","2024-02-26"," 3:15:00 PM","","","","","","","15.80","-510.25"
"40.1","2024-02-26"," 11:00:00 AM","2024-02-26"," 2:24:00 PM","CE","22100","Sell","65","158.20","189.85","","-2057.25"
"40.2","2024-02-26"," 11:00:00 AM","2024-02-26"," 3:15:00 PM","PE","22100","Sell","65","133.90","110.10","","1547.00"
"41","2024-02-27"," 11:00:00 AM","2024-02-27"," 3:15:00 PM","","","","","","","15.69","1329.25"
"41.1","2024-02-27"," 11:00:00 AM","2024-02-27"," 12:50:00 PM","CE","22150","Sell","65","117.45","140.95","","-1527.50"
"41.2","2024-02-27"," 11:00:00 AM","2024-02-27"," 3:15:00 PM","PE","22150","Sell","65","127.20","83.25","","2856.75"
"42","2024-02-28"," 11:00:00 AM","2024-02-28"," 3:15:00 PM","","","","","","","15.89","2931.50"
"42.1","2024-02-28"," 11:00:00 AM","2024-02-28"," 3:15:00 PM","CE","22050","Sell","65","104.65","39.85","","4212.00"
"42.2","2024-02-28"," 11:00:00 AM","2024-02-28"," 11:01:00 AM","PE","22050","Sell","65","98.45","118.15","","-1280.50"
"43","2024-02-29"," 11:00:00 AM","2024-02-29"," 3:15:00 PM","","","","","","","16.25","4322.50"
"43.1","2024-02-29"," 11:00:00 AM","2024-02-29"," 11:04:00 AM","CE","21900","Sell","65","55.20","66.25","","-718.25"
"43.2","2024-02-29"," 11:00:00 AM","2024-02-29"," 3:15:00 PM","PE","21900","Sell","65","77.95","0.40","","5040.75"
"44","2024-03-01"," 11:00:00 AM","2024-03-01"," 3:15:00 PM","","","","","","","15.24","783.25"
"44.1","2024-03-01"," 11:00:00 AM","2024-03-01"," 11:23:00 AM","CE","22150","Sell","65","201.75","242.10","","-2622.75"
"44.2","2024-03-01"," 11:00:00 AM","2024-03-01"," 3:15:00 PM","PE","22150","Sell","65","137.15","84.75","","3406.00"
"45","2024-03-04"," 11:00:00 AM","2024-03-04"," 3:15:00 PM","","","","","","","15.05","1157.00"
"45.1","2024-03-04"," 11:00:00 AM","2024-03-04"," 3:15:00 PM","CE","22400","Sell","65","123.45","121.10","","152.75"
"45.2","2024-03-04"," 11:00:00 AM","2024-03-04"," 3:15:00 PM","PE","22400","Sell","65","141.45","126.00","","1004.25"
"46","2024-03-05"," 11:00:00 AM","2024-03-05"," 11:55:00 AM","","","","","","","14.74","-2782.00"
"46.1","2024-03-05"," 11:00:00 AM","2024-03-05"," 11:55:00 AM","CE","22300","Sell","65","107.00","128.40","","-1391.00"
"46.2","2024-03-05"," 11:00:00 AM","2024-03-05"," 11:16:00 AM","PE","22300","Sell","65","106.90","128.30","","-1391.00"
"47","2024-03-06"," 11:00:00 AM","2024-03-06"," 1:41:00 PM","","","","","","","14.54","-2239.25"
"47.1","2024-03-06"," 11:00:00 AM","2024-03-06"," 1:41:00 PM","CE","22300","Sell","65","80.05","96.05","","-1040.00"
"47.2","2024-03-06"," 11:00:00 AM","2024-03-06"," 11:38:00 AM","PE","22300","Sell","65","92.15","110.60","","-1199.25"
"48","2024-03-07"," 11:00:00 AM","2024-03-07"," 3:15:00 PM","","","","","","","14.04","1261.00"
"48.1","2024-03-07"," 11:00:00 AM","2024-03-07"," 11:03:00 AM","CE","22450","Sell","65","35.40","42.50","","-461.50"
"48.2","2024-03-07"," 11:00:00 AM","2024-03-07"," 3:15:00 PM","PE","22450","Sell","65","26.60","0.10","","1722.50"
"49","2024-03-11"," 11:00:00 AM","2024-03-11"," 3:15:00 PM","","","","","","","14.26","2385.50"
"49.1","2024-03-11"," 11:00:00 AM","2024-03-11"," 3:15:00 PM","CE","22450","Sell","65","131.30","72.05","","3851.25"
"49.2","2024-03-11"," 11:00:00 AM","2024-03-11"," 11:26:00 AM","PE","22450","Sell","65","112.70","135.25","","-1465.75"
"50","2024-03-12"," 11:00:00 AM","2024-03-12"," 3:15:00 PM","","","","","","","14.01","1439.75"
"50.1","2024-03-12"," 11:00:00 AM","2024-03-12"," 3:15:00 PM","CE","22350","Sell","65","128.05","113.35","","955.50"
"50.2","2024-03-12"," 11:00:00 AM","2024-03-12"," 3:15:00 PM","PE","22350","Sell","65","95.95","88.50","","484.25"
"51","2024-03-13"," 11:00:00 AM","2024-03-13"," 3:15:00 PM","","","","","","","13.81","6370.00"
"51.1","2024-03-13"," 11:00:00 AM","2024-03-13"," 3:15:00 PM","CE","22250","Sell","65","124.45","13.80","","7192.25"
"51.2","2024-03-13"," 11:00:00 AM","2024-03-13"," 11:04:00 AM","PE","22250","Sell","65","63.15","75.80","","-822.25"
"52","2024-03-14"," 11:00:00 AM","2024-03-14"," 11:32:00 AM","","","","","","","13.80","-1124.50"
"52.1","2024-03-14"," 11:00:00 AM","2024-03-14"," 11:32:00 AM","CE","22100","Sell","65","39.05","46.85","","-507.00"
"52.2","2024-03-14"," 11:00:00 AM","2024-03-14"," 11:05:00 AM","PE","22100","Sell","65","47.60","57.10","","-617.50"
"53","2024-03-15"," 11:00:00 AM","2024-03-15"," 3:15:00 PM","","","","","","","14.16","1826.50"
"53.1","2024-03-15"," 11:00:00 AM","2024-03-15"," 3:15:00 PM","CE","22000","Sell","65","163.30","172.45","","-594.75"
"53.2","2024-03-15"," 11:00:00 AM","2024-03-15"," 3:15:00 PM","PE","22000","Sell","65","155.00","117.75","","2421.25"
"54","2024-03-18"," 11:00:00 AM","2024-03-18"," 12:18:00 PM","","","","","","","14.29","-3490.50"
"54.1","2024-03-18"," 11:00:00 AM","2024-03-18"," 12:18:00 PM","CE","22000","Sell","65","143.70","172.45","","-1868.75"
"54.2","2024-03-18"," 11:00:00 AM","2024-03-18"," 11:15:00 AM","PE","22000","Sell","65","124.80","149.75","","-1621.75"
"55","2024-03-19"," 11:00:00 AM","2024-03-19"," 3:15:00 PM","","","","","","","14.21","1599.00"
"55.1","2024-03-19"," 11:00:00 AM","2024-03-19"," 3:15:00 PM","CE","21850","Sell","65","135.00","89.00","","2990.00"
"55.2","2024-03-19"," 11:00:00 AM","2024-03-19"," 11:41:00 AM","PE","21850","Sell","65","107.00","128.40","","-1391.00"
"56","2024-03-20"," 11:00:00 AM","2024-03-20"," 3:15:00 PM","","","","","","","14.00","1641.25"
"56.1","2024-03-20"," 11:00:00 AM","2024-03-20"," 11:42:00 AM","CE","21800","Sell","65","87.70","105.25","","-1140.75"
"56.2","2024-03-20"," 11:00:00 AM","2024-03-20"," 3:15:00 PM","PE","21800","Sell","65","94.15","51.35","","2782.00"
"57","2024-03-21"," 11:00:00 AM","2024-03-21"," 11:40:00 AM","","","","","","","12.78","-822.25"
"57.1","2024-03-21"," 11:00:00 AM","2024-03-21"," 11:02:00 AM","CE","22050","Sell","65","28.90","34.70","","-377.00"
"57.2","2024-03-21"," 11:00:00 AM","2024-03-21"," 11:40:00 AM","PE","22050","Sell","65","34.20","41.05","","-445.25"
"58","2024-03-22"," 11:00:00 AM","2024-03-22"," 3:15:00 PM","","","","","","","12.60","-572.00"
"58.1","2024-03-22"," 11:00:00 AM","2024-03-22"," 11:38:00 AM","CE","22050","Sell","65","172.00","206.40","","-2236.00"
"58.2","2024-03-22"," 11:00:00 AM","2024-03-22"," 3:15:00 PM","PE","22050","Sell","65","107.15","81.55","","1664.00"
"59","2024-03-26"," 11:00:00 AM","2024-03-26"," 3:15:00 PM","","","","","","","12.75","-1488.50"
"59.1","2024-03-26"," 11:00:00 AM","2024-03-26"," 1:01:00 PM","CE","22050","Sell","65","130.00","156.00","","-1690.00"
"59.2","2024-03-26"," 11:00:00 AM","2024-03-26"," 3:15:00 PM","PE","22050","Sell","65","84.45","81.35","","201.50"
"60","2024-03-27"," 11:00:00 AM","2024-03-27"," 3:15:00 PM","","","","","","","12.79","2947.75"
"60.1","2024-03-27"," 11:00:00 AM","2024-03-27"," 3:15:00 PM","CE","22150","Sell","65","99.75","59.70","","2603.25"
"60.2","2024-03-27"," 11:00:00 AM","2024-03-27"," 3:15:00 PM","PE","22150","Sell","65","59.40","54.10","","344.50"
"61","2024-03-28"," 11:00:00 AM","2024-03-28"," 11:56:00 AM","","","","","","","12.83","-1287.00"
"61.1","2024-03-28"," 11:00:00 AM","2024-03-28"," 11:02:00 AM","CE","22350","Sell","65","62.65","75.20","","-815.75"
"61.2","2024-03-28"," 11:00:00 AM","2024-03-28"," 11:56:00 AM","PE","22350","Sell","65","36.30","43.55","","-471.25"
"62","2024-04-01"," 11:00:00 AM","2024-04-01"," 3:15:00 PM","","","","","","","12.38","-393.25"
"62.1","2024-04-01"," 11:00:00 AM","2024-04-01"," 3:15:00 PM","CE","22500","Sell","65","116.85","99.45","","1131.00"
"62.2","2024-04-01"," 11:00:00 AM","2024-04-01"," 1:08:00 PM","PE","22500","Sell","65","117.20","140.65","","-1524.25"
"63","2024-04-02"," 11:00:00 AM","2024-04-02"," 3:15:00 PM","","","","","","","11.92","1186.25"
"63.1","2024-04-02"," 11:00:00 AM","2024-04-02"," 11:06:00 AM","CE","22400","Sell","65","95.55","114.65","","-1241.50"
"63.2","2024-04-02"," 11:00:00 AM","2024-04-02"," 3:15:00 PM","PE","22400","Sell","65","96.90","59.55","","2427.75"
"64","2024-04-03"," 11:00:00 AM","2024-04-03"," 3:15:00 PM","","","","","","","11.56","-113.75"
"64.1","2024-04-03"," 11:00:00 AM","2024-04-03"," 11:26:00 AM","CE","22450","Sell","65","57.00","68.40","","-741.00"
"64.2","2024-04-03"," 11:00:00 AM","2024-04-03"," 3:15:00 PM","PE","22450","Sell","65","83.00","73.35","","627.25"
"65","2024-04-04"," 11:00:00 AM","2024-04-04"," 11:14:00 AM","","","","","","","11.66","-1420.25"
"65.1","2024-04-04"," 11:00:00 AM","2024-04-04"," 11:14:00 AM","CE","22350","Sell","65","48.70","58.45","","-633.75"
"65.2","2024-04-04"," 11:00:00 AM","2024-04-04"," 11:07:00 AM","PE","22350","Sell","65","60.60","72.70","","-786.50"
"66","2024-04-05"," 11:00:00 AM","2024-04-05"," 3:15:00 PM","","","","","","","11.56","1254.50"
"66.1","2024-04-05"," 11:00:00 AM","2024-04-05"," 3:15:00 PM","CE","22500","Sell","65","134.55","133.00","","100.75"
"66.2","2024-04-05"," 11:00:00 AM","2024-04-05"," 3:15:00 PM","PE","22500","Sell","65","119.75","102.00","","1153.75"
"67","2024-04-08"," 11:00:00 AM","2024-04-08"," 3:15:00 PM","","","","","","","11.46","689.00"
"67.1","2024-04-08"," 11:00:00 AM","2024-04-08"," 12:37:00 PM","CE","22650","Sell","65","90.90","109.10","","-1183.00"
"67.2","2024-04-08"," 11:00:00 AM","2024-04-08"," 3:15:00 PM","PE","22650","Sell","65","103.20","74.40","","1872.00"
"68","2024-04-09"," 11:00:00 AM","2024-04-09"," 3:15:00 PM","","","","","","","11.50","2723.50"
"68.1","2024-04-09"," 11:00:00 AM","2024-04-09"," 3:15:00 PM","CE","22750","Sell","65","78.60","24.00","","3549.00"
"68.2","2024-04-09"," 11:00:00 AM","2024-04-09"," 12:14:00 PM","PE","22750","Sell","65","63.60","76.30","","-825.50"
"69","2024-04-10"," 11:00:00 AM","2024-04-10"," 11:21:00 AM","","","","","","","11.21","-854.75"
"69.1","2024-04-10"," 11:00:00 AM","2024-04-10"," 11:05:00 AM","CE","22700","Sell","65","39.75","47.70","","-516.75"
"69.2","2024-04-10"," 11:00:00 AM","2024-04-10"," 11:21:00 AM","PE","22700","Sell","65","25.95","31.15","","-338.00"
"70","2024-04-12"," 11:00:00 AM","2024-04-12"," 12:37:00 PM","","","","","","","11.29","-3090.75"
"70.1","2024-04-12"," 11:00:00 AM","2024-04-12"," 11:59:00 AM","CE","22650","Sell","65","126.30","151.55","","-1641.25"
"70.2","2024-04-12"," 11:00:00 AM","2024-04-12"," 12:37:00 PM","PE","22650","Sell","65","111.50","133.80","","-1449.50"
"71","2024-04-15"," 11:00:00 AM","2024-04-15"," 3:15:00 PM","","","","","","","12.10","5086.25"
